"Year","Activity","Name","Allocation"
2017,"Fresh tomatoes","Jai Shankar Growers Limited",203
2017,"Fresh tomatoes","Karamea Tomatoes Limited",464
2017,"Fresh tomatoes","Kingbridge Ltd",57
2017,"Fresh tomatoes","Mary Jane Fausett, Peter James Fausett",115
2017,"Fresh tomatoes","New Zealand Fresh Floria Limited",37
2017,"Fresh tomatoes","Nortonta Limited",293
2017,"Fresh tomatoes","P H Kinzett Ltd",1101
2017,"Fresh tomatoes","Parkgard Growers 2000 Limited",63
2017,"Fresh tomatoes","Pomoana Gardens Limited",158
2017,"Fresh tomatoes","Status Produce Limited",12703
2017,"Fresh tomatoes","Tiny Toms Limited",83
2017,"Fresh tomatoes","Under Glass (Bombay) Ltd",2861
2017,"Fresh tomatoes","Under Glass (Karaka) Limited",5698
2017,"Fresh tomatoes","Vege Fresh Growers Limited",559
2017,"Gelatine","GELITA NZ Ltd",3990
2017,"Glass containers","ACI OPERATIONS NZ LIMITED",47112
2017,"Hydrogen peroxide","EVONIK PEROXIDE LIMITED",15204
2017,"Iron and steel manufacturing from iron sand","New Zealand Steel Development Limited",1432496
2017,"Iron and steel manufacturing from iron sand","Pacific Steel (NZ) Limited",18757
2017,"Lactose","Fonterra Limited",39574
2017,"Market pulp","Oji Fibre Solutions (NZ) Limited",198546
2017,"Market pulp","Pan Pac Forest Products Limited",173440
2017,"Market pulp","Winstone Pulp International Limited",122701
2017,"Methanol","Methanex New Zealand Ltd",918041
2017,"Newsprint","Norske Skog Tasman Ltd",161133
2017,"Packaging and industrial paper","Oji Fibre Solutions (NZ) Limited",182091
2017,"Protein meal","Affco New Zealand Limited",8035
2017,"Protein meal","Alliance Group Limited",8075
2017,"Protein meal","Blue Sky Meats (N.Z.) Limited",544
2017,"Protein meal","CMP Canterbury Limited",3873
2017,"Protein meal","Farm Brands Limited",3956
2017,"Protein meal","Graeme Lowe Protein Limited",180
2017,"Protein meal","Hawkes Bay Protein Limited",4320
2017,"Protein meal","Kakariki Proteins Limited",1131
2017,"Protein meal","Keep It Clean Limited",1524
2017,"Protein meal","Prime Range Meats Limited",425
2017,"Protein meal","PVL Proteins Limited",3129
2017,"Protein meal","Taranaki By-Products Ltd",12140
2017,"Protein meal","Taylor Preston Limited",1139
2017,"Protein meal","Tegel Foods Limited",1234
2017,"Protein meal","Tuakau Proteins Ltd",8965
2017,"Protein meal","Value Proteins Ltd",1236
2017,"Protein meal","Wallace Corporation Limited",11767
2017,"Protein meal","Wallace Group Limited Partnership",1749
2017,"Reconstituted wood panels","Daiken New Zealand Limited",13623
2017,"Reconstituted wood panels","Dongwha New Zealand Limited",13021
2017,"Reconstituted wood panels","Fletcher Building Products Limited",2713
2017,"Reconstituted wood panels","Juken New Zealand Ltd",4835
2017,"Reconstituted wood panels","Nelson Pine Industries Limited",21351
2017,"Tissue paper","Asaleo Care New Zealand Limited",22986
2017,"Whey powder","Fonterra Limited",4077
2018,"Aluminium smelting","New Zealand Aluminium Smelters Limited",1324556
2018,"Burnt lime","Graymont (NZ) Limited",144405
2018,"Burnt lime","Websters Hydrated Lime Company Limited",5999
2018,"Carbamide (urea)","Ballance Agri-Nutrients (Kapuni) Limited",325594
2018,"Cartonboard","Whakatane Mill Limited",139690
2018,"Caustic soda","Oji Fibre Solutions (NZ) Limited",15253
2018,"Cementitious products","Fletcher Concrete and Infrastructure Limited",584032
2018,"Cut roses","John Hamilton Charles Falloon, Paul Gregory Whitehead",79
2018,"Cut roses","Moffatts Flower Company Limited",1182
2018,"Cut roses","Royal Roses Limited",66
2018,"Cut roses","Shipherd Nurseries Limited",1900
2018,"Cut roses","Van Lier Nurseries Ltd",1123
2018,"Ethanol","Anchor Ethanol Limited",10784
2018,"Fresh capsicums","Gourmet Mokai Limited",2571
2018,"Fresh capsicums","Gourmet Paprika Limited",4837
2018,"Fresh capsicums","Gourmet Waiuku Limited",2190
2018,"Fresh capsicums","Harbour Head Growers Ltd",261
2018,"Fresh capsicums","Homestead Produce Ltd",881
2018,"Fresh capsicums","J.S.Ewers Ltd",1058
2018,"Fresh capsicums","Poppas Peppers 2009 Limited",351
2018,"Fresh capsicums","Sinai Hort Limited",604
2018,"Fresh capsicums","Southern Paprika Limited",10406
2018,"Fresh capsicums","Taaza Green Limited",337
2018,"Fresh capsicums","Whakatane Growers Limited",1393
2018,"Fresh cucumbers","Exception Limited",11618
2018,"Fresh cucumbers","Island Horticulture Limited",1717
2018,"Fresh cucumbers","J.S. Mahey Limited",599
2018,"Fresh cucumbers","Jai Shankar Growers Limited",603
2018,"Fresh cucumbers","Karaka Park Produce Limited",1169
2018,"Fresh cucumbers","Meenakshi Devi Sharma, Raj Kumar Sharma",1080
2018,"Fresh cucumbers","Parkgard Growers 2000 Limited",161
2018,"Fresh cucumbers","Sharma Produce Limited",2677
2018,"Fresh cucumbers","Under Glass (Bombay) Ltd",2519
2018,"Fresh tomatoes","Antone James Ivicevich, Joanne Elizabeth Gould Ivicevich",210
2018,"Fresh tomatoes","Castle Rock Orchard Ltd",564
2018,"Fresh tomatoes","Eseta Kovati, Reupena Kovati",37
2018,"Fresh tomatoes","Gourmet Mokai Limited",4435
2018,"Fresh tomatoes","J.S.Ewers Ltd",4795
2018,"Fresh tomatoes","Jai Shankar Growers Limited",325
2018,"Fresh tomatoes","Karamea Tomatoes Limited",526
2018,"Fresh tomatoes","Kingbridge Ltd",61
2018,"Fresh tomatoes","Mary Jane Fausett, Peter James Fausett",143
2018,"Fresh tomatoes","P H Kinzett Ltd",1344
2018,"Fresh tomatoes","Parkgard Growers 2000 Limited",61
2018,"Fresh tomatoes","Pomoana Gardens Limited",100
2018,"Fresh tomatoes","Status Produce Limited",15496
2018,"Fresh tomatoes","Ting-Yuan Robert Wu",239
2018,"Fresh tomatoes","Under Glass (Bombay) Ltd",3675
2018,"Fresh tomatoes","Under Glass (Karaka) Limited",7574
2018,"Fresh tomatoes","Vege Fresh Growers Limited",1075
2018,"Gelatine","GELITA NZ Ltd",29
2018,"Glass containers","ACI OPERATIONS NZ LIMITED",59945
2018,"Hydrogen peroxide","EVONIK PEROXIDE LIMITED",18443
2018,"Iron and steel manufacturing from iron sand","New Zealand Steel Development Limited",1782366
2018,"Iron and steel manufacturing from iron sand","Pacific Steel (NZ) Limited",19550
2018,"Lactose","Fonterra Limited",44739
2018,"Market pulp","Oji Fibre Solutions (NZ) Limited",247315
2018,"Market pulp","Pan Pac Forest Products Limited",210652
2018,"Market pulp","Winstone Pulp International Limited",151546
2018,"Methanol","Methanex New Zealand Ltd",945210
2018,"Newsprint","Norske Skog Tasman Ltd",200556
2018,"Packaging and industrial paper","Oji Fibre Solutions (NZ) Limited",221754
2018,"Protein meal","Affco New Zealand Limited",9465
2018,"Protein meal","Alliance Group Limited",10012
2018,"Protein meal","Blue Sky Meats (N.Z.) Limited",656
2018,"Protein meal","CMP Canterbury Limited",5470
2018,"Protein meal","Graeme Lowe Protein Limited",198
2018,"Protein meal","Hawkes Bay Protein Limited",5740
2018,"Protein meal","Kakariki Proteins Limited",2037
2018,"Protein meal","Prime Range Meats Limited",928
2018,"Protein meal","PVL Proteins Limited",3632
2018,"Protein meal","Taranaki By-Products Ltd",14197
2018,"Protein meal","Taylor Preston Limited",1104
2018,"Protein meal","Tegel Foods Limited",1632
2018,"Protein meal","Tuakau Proteins Ltd",11393
2018,"Protein meal","Value Proteins Ltd",1581
2018,"Protein meal","Wallace Group Limited Partnership",26539
2018,"Reconstituted wood panels","Daiken New Zealand Limited",17770
2018,"Reconstituted wood panels","Dongwha New Zealand Limited",16854
2018,"Reconstituted wood panels","Fletcher Building Products Limited",3344
2018,"Reconstituted wood panels","Juken New Zealand Ltd",5304
2018,"Reconstituted wood panels","Nelson Pine Industries Limited",26569
2018,"Tissue paper","Asaleo Care New Zealand Limited",29419
2018,"Whey powder","Fonterra Limited",5925
2019,"Aluminium smelting","New Zealand Aluminium Smelters Limited",1697437
2019,"Burnt lime","Graymont (NZ) Limited",169455
2019,"Burnt lime","Websters Hydrated Lime Company Limited",8342
2019,"Carbamide (urea)","Ballance Agri-Nutrients (Kapuni) Limited",330233
2019,"Cartonboard","Whakatane Mill Limited",167075
2019,"Caustic soda","Oji Fibre Solutions (NZ) Limited",16077
2019,"Cementitious products","Fletcher Concrete and Infrastructure Limited",689425
2019,"Cut roses","John Hamilton Charles Falloon, Paul Gregory Whitehead",89
2019,"Cut roses","Moffatts Flower Company Limited",1319
2019,"Cut roses","Royal Roses Limited",72
2019,"Cut roses","Shipherd Nurseries Limited",2373
2019,"Cut roses","Van Lier Nurseries Ltd",1438
2019,"Ethanol","Anchor Ethanol Limited",12107
2019,"Fresh capsicums","Gourmet Mokai Limited",2986
2019,"Fresh capsicums","Gourmet Paprika Limited",5541
2019,"Fresh capsicums","Gourmet Waiuku Limited",2817
2019,"Fresh capsicums","Harbour Head Growers Ltd",346
2019,"Fresh capsicums","J.S.Ewers Ltd",1352
2019,"Fresh capsicums","Poppas Peppers 2009 Limited",406
2019,"Fresh capsicums","Sinai Hort Limited",659
2019,"Fresh capsicums","Southern Paprika Limited",13156
2019,"Fresh capsicums","Taaza Green Limited",408
2019,"Fresh capsicums","Whakatane Growers Limited",1795
2019,"Fresh cucumbers","Exception Limited",14554
2019,"Fresh cucumbers","Island Horticulture Limited",2119
2019,"Fresh cucumbers","J.S. Mahey Limited",880
2019,"Fresh cucumbers","Jai Shankar Growers Limited",765
2019,"Fresh cucumbers","Karaka Park Produce Limited",1519
2019,"Fresh cucumbers","Meenakshi Devi Sharma, Raj Kumar Sharma",1029
2019,"Fresh cucumbers","Parkgard Growers 2000 Limited",179
2019,"Fresh cucumbers","Sharma Produce Limited",3128
2019,"Fresh cucumbers","Under Glass (Bombay) Ltd",3767
2019,"Fresh tomatoes","Antone James Ivicevich, Joanne Elizabeth Gould Ivicevich",177
2019,"Fresh tomatoes","Brigitte Abma, Ferdinand Abma",372
2019,"Fresh tomatoes","Castle Rock Orchard Ltd",585
2019,"Fresh tomatoes","Eseta Kovati, Reupena Kovati",39
2019,"Fresh tomatoes","Gourmet Mokai Limited",5570
2019,"Fresh tomatoes","J.S.Ewers Ltd",5659
2019,"Fresh tomatoes","Jai Shankar Growers Limited",374
2019,"Fresh tomatoes","Karamea Tomatoes Limited",611
2019,"Fresh tomatoes","Kingbridge Ltd",28
2019,"Fresh tomatoes","M.K Bhoondpal Limited",135
2019,"Fresh tomatoes","Mary Jane Fausett, Peter James Fausett",171
2019,"Fresh tomatoes","P H Kinzett Ltd",1721
2019,"Fresh tomatoes","Parkgard Growers 2000 Limited",24
2019,"Fresh tomatoes","Pomoana Gardens Limited",106
2019,"Fresh tomatoes","Ting-Yuan Robert Wu",290
2019,"Fresh tomatoes","Tiny Toms Limited",99
2019,"Fresh tomatoes","Turners & Growers Fresh Limited",19111
2019,"Fresh tomatoes","Under Glass (Bombay) Ltd",2927
2019,"Fresh tomatoes","Under Glass (Karaka) Limited",10398
2019,"Fresh tomatoes","Vege Fresh Growers Limited",1440
2019,"Glass containers","ACI OPERATIONS NZ LIMITED",68029
2019,"Hydrogen peroxide","EVONIK PEROXIDE LIMITED",22645
2019,"Iron and steel manufacturing from iron sand","New Zealand Steel Development Limited",2118983
2019,"Iron and steel manufacturing from iron sand","Pacific Steel (NZ) Limited",23287
2019,"Lactose","Fonterra Limited",51787
2019,"Market pulp","Oji Fibre Solutions (NZ) Limited",306748
2019,"Market pulp","Pan Pac Forest Products Limited",230382
2019,"Market pulp","Winstone Pulp International Limited",201485
2019,"Methanol","Methanex New Zealand Ltd",1318490
2019,"Newsprint","Norske Skog Tasman Ltd",238342
2019,"Packaging and industrial paper","Oji Fibre Solutions (NZ) Limited",267576
2019,"Protein meal","Affco New Zealand Limited",11761
2019,"Protein meal","Alliance Group Limited",10979
2019,"Protein meal","Blue Sky Meats (N.Z.) Limited",1133
2019,"Protein meal","CMP Canterbury Limited",6771
2019,"Protein meal","Graeme Lowe Protein Limited",265
2019,"Protein meal","Hawkes Bay Protein Limited",8062
2019,"Protein meal","Kakariki Proteins Limited",3011
2019,"Protein meal","Prime Range Meats Limited",254
2019,"Protein meal","PVL Proteins Limited",4448
2019,"Protein meal","Taranaki By-Products Ltd",18965
2019,"Protein meal","Taylor Preston Limited",822
2019,"Protein meal","Tegel Foods Limited",1762
2019,"Protein meal","Tuakau Proteins Ltd",16056
2019,"Protein meal","Value Proteins Ltd",1785
2019,"Protein meal","Wallace Group Limited Partnership",26797
2019,"Reconstituted wood panels","Daiken New Zealand Limited",20362
2019,"Reconstituted wood panels","Daiken Southland Limited",19505
2019,"Reconstituted wood panels","Fletcher Building Products Limited",3305
2019,"Reconstituted wood panels","Juken New Zealand Ltd",5966
2019,"Reconstituted wood panels","Nelson Pine Industries Limited",29092
2019,"Tissue paper","Asaleo Care New Zealand Limited",35836
2019,"Whey powder","Fonterra Limited",5403
2020,"Aluminium smelting","New Zealand Aluminium Smelters Limited",1558268
2020,"Burnt lime","Graymont (NZ) Limited",145002
2020,"Burnt lime","Websters Hydrated Lime Company Limited",5287
2020,"Carbamide (urea)","Ballance Agri-Nutrients (Kapuni) Limited",349257
2020,"Cartonboard","Whakatane Mill Limited",169786
2020,"Caustic soda","Oji Fibre Solutions (NZ) Limited",12669
2020,"Cementitious products","Fletcher Concrete and Infrastructure Limited",640351
2020,"Cut roses","Blooming Hill Flowers Ltd",2189
2020,"Cut roses","Moffatts Flower Company Limited",587
2020,"Cut roses","Multus Inparvo Limited",34
2020,"Cut roses","Royal Roses Limited",61
2020,"Cut roses","Van Lier Nurseries Ltd",1065
2020,"Ethanol","Lactanol Limited",10198
2020,"Fresh capsicums","Gourmet Mokai Limited",2979
2020,"Fresh capsicums","Gourmet Paprika Limited",6909
2020,"Fresh capsicums","Gourmet Waiuku Limited",2739
2020,"Fresh capsicums","Harbour Head Growers Ltd",346
2020,"Fresh capsicums","J.S.Ewers Ltd",1354
2020,"Fresh capsicums","Southern Paprika Limited",14233
2020,"Fresh capsicums","Taaza Green Limited",367
2020,"Fresh capsicums","Whakatane Growers Limited",1852
2020,"Fresh cucumbers","Island Horticulture Limited",2239
2020,"Fresh cucumbers","J.S. Mahey Limited",870
2020,"Fresh cucumbers","Jai Shankar Growers Limited",806
2020,"Fresh cucumbers","Karaka Park Produce Limited",2003
2020,"Fresh cucumbers","Meenakshi Devi Sharma, Raj Kumar Sharma",1052
2020,"Fresh cucumbers","Parkgard Growers 2000 Limited",210
2020,"Fresh cucumbers","Sharma Produce Limited",3173
2020,"Fresh cucumbers","Under Glass (Bombay) Ltd",2348
2020,"Fresh cucumbers","Under Glass (Karaka) Limited",676
2020,"Fresh tomatoes","Brigitte Abma, Ferdinand Abma",362
2020,"Fresh tomatoes","Castle Rock Orchard Ltd",521
2020,"Fresh tomatoes","Eseta Kovati, Reupena Kovati",43
2020,"Fresh tomatoes","Gourmet Mokai Limited",5640
2020,"Fresh tomatoes","J.S.Ewers Ltd",5753
2020,"Fresh tomatoes","Jai Shankar Growers Limited",405
2020,"Fresh tomatoes","M.K Bhoondpal Limited",151
2020,"Fresh tomatoes","P H Kinzett Ltd",1788
2020,"Fresh tomatoes","Pomoana Gardens Limited",93
2020,"Fresh tomatoes","Ting-Yuan Robert Wu",302
2020,"Fresh tomatoes","Tiny Toms Limited",95
2020,"Fresh tomatoes","Turners & Growers Fresh Limited",19304
2020,"Fresh tomatoes","Under Glass (Bombay) Ltd",3031
2020,"Fresh tomatoes","Under Glass (Karaka) Limited",8809
2020,"Fresh tomatoes","Vege Fresh Growers Limited",1561
2020,"Glass containers","ACI OPERATIONS NZ LIMITED",65621
2020,"Hydrogen peroxide","EVONIK PEROXIDE LIMITED",23708
2020,"Iron and steel manufacturing from iron sand","New Zealand Steel Development Limited",2030166
2020,"Iron and steel manufacturing from iron sand","Pacific Steel (NZ) Limited",23206
2020,"Lactose","Fonterra Limited",53229
2020,"Market pulp","Oji Fibre Solutions (NZ) Limited",278907
2020,"Market pulp","Pan Pac Forest Products Limited",212436
2020,"Market pulp","Winstone Pulp International Limited",171889
2020,"Methanol","Methanex New Zealand Ltd",1181995
2020,"Newsprint","Norske Skog Tasman Ltd",202858
2020,"Packaging and industrial paper","Oji Fibre Solutions (NZ) Limited",260505
2020,"Protein meal","Affco New Zealand Limited",12137
2020,"Protein meal","Alliance Group Limited",11352
2020,"Protein meal","Blue Sky Meats (N.Z.) Limited",1122
2020,"Protein meal","CMP Canterbury Limited",6556
2020,"Protein meal","Graeme Lowe Protein Limited",239
2020,"Protein meal","Hawkes Bay Protein Limited",8645
2020,"Protein meal","Kakariki Proteins Limited",3178
2020,"Protein meal","PVL Proteins Limited",4606
2020,"Protein meal","Taranaki By-Products Ltd",21427
2020,"Protein meal","Taylor Preston Limited",1019
2020,"Protein meal","Tegel Foods Limited",1797
2020,"Protein meal","Tuakau Proteins Ltd",14268
2020,"Protein meal","Value Proteins Ltd",1997
2020,"Protein meal","Wallace Group Limited Partnership",16728
2020,"Protein meal","Wallace Proteins Limited",6853
2020,"Reconstituted wood panels","Daiken New Zealand Limited",19263
2020,"Reconstituted wood panels","Daiken Southland Limited",18853
2020,"Reconstituted wood panels","Fletcher Building Products Limited",2527
2020,"Reconstituted wood panels","Juken New Zealand Ltd",5214
2020,"Reconstituted wood panels","Nelson Pine Industries Limited",26027
2020,"Tissue paper","Asaleo Care New Zealand Limited",34646
2020,"Whey powder","Fonterra Limited",5980
2021,"Aluminium smelting","New Zealand Aluminium Smelters Limited",628561
2021,"Burnt lime","Graymont (NZ) Limited",159322
2021,"Burnt lime","Lee Processors Limited",829
2021,"Burnt lime","Websters Hydrated Lime Company Limited",6945
2021,"Carbamide (urea)","Ballance Agri-Nutrients (Kapuni) Limited",321854
2021,"Cartonboard","Whakatane Mill Limited",163617
2021,"Caustic soda","Oji Fibre Solutions (NZ) Limited",11166
2021,"Cementitious products","Fletcher Concrete and Infrastructure Limited",699988
2021,"Cut roses","Blooming Hill Flowers Ltd",2227
2021,"Cut roses","Moffatts Flower Company Limited",894
2021,"Cut roses","Royal Roses Limited",69
2021,"Cut roses","Van Lier Nurseries Ltd",1127
2021,"Fresh capsicums","Gourmet Mokai Limited",2034
2021,"Fresh capsicums","Gourmet Paprika Limited",6738
2021,"Fresh capsicums","Gourmet Waiuku Limited",2540
2021,"Fresh capsicums","Harbour Head Growers Ltd",344
2021,"Fresh capsicums","J.S.Ewers Ltd",1389
2021,"Fresh capsicums","Poppas Peppers 2009 Limited",387
2021,"Fresh capsicums","Southern Paprika Limited",13607
2021,"Fresh capsicums","Whakatane Growers Limited",1725
2021,"Fresh cucumbers","Island Horticulture Limited",2232
2021,"Fresh cucumbers","J.S. Mahey Limited",748
2021,"Fresh cucumbers","Jai Shankar Growers Limited",955
2021,"Fresh cucumbers","Karaka Park Produce Limited",2167
2021,"Fresh cucumbers","M.K Bhoondpal Limited",8
2021,"Fresh cucumbers","Meenakshi Devi Sharma, Raj Kumar Sharma",1091
2021,"Fresh cucumbers","NZ HOT HOUSE LIMITED",3440
2021,"Fresh cucumbers","Parkgard Growers 2000 Limited",205
2021,"Fresh cucumbers","Sharma Produce Limited",3179
2021,"Fresh tomatoes","Brigitte Abma, Ferdinand Abma",316
2021,"Fresh tomatoes","Castle Rock Orchard Ltd",549
2021,"Fresh tomatoes","Eseta Kovati, Reupena Kovati",3
2021,"Fresh tomatoes","Gourmet Mokai Limited",5532
2021,"Fresh tomatoes","Gourmet Paprika Limited",207
2021,"Fresh tomatoes","J.S.Ewers Ltd",5603
2021,"Fresh tomatoes","Jai Shankar Growers Limited",537
2021,"Fresh tomatoes","Karamea Tomatoes Limited",622
2021,"Fresh tomatoes","M.K Bhoondpal Limited",139
2021,"Fresh tomatoes","NZ HOT HOUSE LIMITED",8699
2021,"Fresh tomatoes","P H Kinzett Ltd",1495
2021,"Fresh tomatoes","Ting-Yuan Robert Wu",314
2021,"Fresh tomatoes","Tiny Toms Limited",93
2021,"Fresh tomatoes","Turners & Growers Fresh Limited",15658
2021,"Fresh tomatoes","Vege Fresh Growers Limited",1655
2021,"Glass containers","VISY GLASS OPERATIONS (NZ) LIMITED",70601
2021,"Hydrogen peroxide","EVONIK PEROXIDE LIMITED",25713
2021,"Iron and steel manufacturing from iron sand","New Zealand Steel Development Limited",2145482
2021,"Iron and steel manufacturing from iron sand","Pacific Steel (NZ) Limited",26139
2021,"Lactose","Fonterra Limited",51403
2021,"Market pulp","Oji Fibre Solutions (NZ) Limited",276080
2021,"Market pulp","Pan Pac Forest Products Limited",221840
2021,"Market pulp","Winstone Pulp International Limited",185518
2021,"Methanol","Methanex New Zealand Ltd",943632
2021,"Newsprint","Norske Skog Tasman Ltd",80165
2021,"Packaging and industrial paper","Hawk Group Limited",2463
2021,"Packaging and industrial paper","Oji Fibre Solutions (NZ) Limited",250530
2021,"Protein meal","Affco New Zealand Limited",12756
2021,"Protein meal","Alliance Group Limited",10678
2021,"Protein meal","Blue Sky Meats (N.Z.) Limited",1129
2021,"Protein meal","CMP Canterbury Limited",5640
2021,"Protein meal","Hawkes Bay Protein Limited",8107
2021,"Protein meal","Kakariki Proteins Limited",2913
2021,"Protein meal","Prime Range Meats Limited",844
2021,"Protein meal","PVL Proteins Limited",4641
2021,"Protein meal","Taranaki By-Products Ltd",22058
2021,"Protein meal","Taylor Preston Limited",709
2021,"Protein meal","Tegel Foods Limited",1732
2021,"Protein meal","Tuakau Proteins Ltd",3545
2021,"Protein meal","Value Proteins Ltd",1344
2021,"Protein meal","Wallace Group Limited Partnership",16748
2021,"Protein meal","Wallace Proteins Limited",21334
2021,"Protein meal","Graeme Lowe Protein Limited",195
2021,"Reconstituted wood panels","Daiken New Zealand Limited",19700
2021,"Reconstituted wood panels","Daiken Southland Limited",19628
2021,"Reconstituted wood panels","Fletcher Building Products Limited",3292
2021,"Reconstituted wood panels","Juken New Zealand Ltd",5215
2021,"Reconstituted wood panels","Nelson Pine Industries Limited",28026
2021,"Tissue paper","Asaleo Care New Zealand Limited",36136
2021,"Whey powder","Fonterra Limited",6312
